300.028	158
300.341	168
300.653	162
300.966	178
301.281	146
301.594	158
301.906	154
302.219	144
302.532	170
302.844	146
303.157	176
303.469	158
303.782	154
304.097	136
304.409	154
304.722	164
305.035	156
305.347	174
305.66	162
305.972	174
306.285	172
306.597	146
306.91	170
307.224	182
307.537	164
307.849	174
308.162	164
308.474	162
308.787	160
309.099	164
309.411	180
309.724	180
310.036	158
310.349	162
310.661	174
310.973	168
311.286	164
311.6	184
311.913	180
312.225	174
312.537	174
312.85	160
313.162	180
313.474	166
313.786	180
314.099	184
314.411	176
314.723	166
315.035	170
315.348	170
315.66	160
315.972	188
316.284	200
316.596	164
316.909	156
317.221	178
317.533	162
317.845	166
318.157	186
318.469	168
318.781	184
319.093	162
319.405	178
319.718	168
320.03	150
320.342	156
320.654	182
320.966	168
321.278	174
321.59	192
321.902	182
322.214	166
322.526	172
322.838	142
323.15	172
323.462	156
323.774	172
324.086	190
324.397	160
324.709	176
325.021	172
325.333	150
325.645	168
325.957	160
326.269	150
326.581	166
326.892	166
327.204	154
327.516	162
327.828	162
328.14	154
328.451	158
328.763	170
329.075	150
329.387	152
329.696	174
330.008	136
330.32	168
330.631	160
330.943	146
331.255	158
331.566	138
331.878	182
332.19	150
332.501	150
332.813	168
333.125	156
333.436	162
333.748	160
334.057	158
334.369	152
334.681	164
334.992	146
335.304	158
335.615	154
335.927	140
336.238	158
336.55	156
336.861	170
337.173	146
337.482	166
337.794	162
338.105	154
338.416	154
338.728	138
339.039	156
339.351	158
339.662	162
339.974	162
340.283	164
340.594	170
340.906	158
341.217	154
341.528	144
341.84	174
342.151	160
342.46	162
342.771	148
343.083	150
343.394	156
343.705	148
344.016	160
344.328	150
344.637	164
344.948	164
345.259	170
345.571	168
345.882	150
346.193	152
346.502	156
346.813	146
347.124	170
347.435	156
347.747	172
348.058	180
348.367	168
348.678	160
348.989	164
349.3	144
349.611	146
349.922	160
350.231	160
350.542	178
350.853	166
351.164	166
351.475	166
351.784	174
352.095	158
352.406	144
352.717	168
353.028	156
353.337	152
353.648	168
353.959	152
354.27	156
354.58	146
354.889	148
355.2	170
355.511	168
355.822	158
356.131	176
356.441	168
356.752	154
357.063	156
357.372	174
357.683	154
357.993	158
358.304	160
358.615	154
358.924	160
359.234	172
359.545	164
359.856	170
360.164	140
360.475	170
360.786	154
361.096	150
361.405	156
361.716	162
362.026	166
362.335	164
362.646	154
362.956	164
363.267	158
363.575	170
363.886	168
364.196	188
364.507	154
364.815	160
365.126	168
365.437	168
365.745	166
366.055	160
366.366	166
366.676	156
366.985	176
367.295	180
367.606	160
367.914	186
368.225	172
368.535	166
368.843	172
369.154	172
369.464	170
369.775	180
370.083	176
370.393	190
370.704	174
371.012	172
371.322	170
371.633	196
371.941	172
372.251	192
372.561	188
372.87	186
373.18	188
373.49	174
373.798	202
374.109	180
374.419	196
374.727	166
375.037	186
375.347	180
375.655	186
375.966	192
376.274	192
376.584	184
376.894	204
377.202	188
377.512	208
377.822	182
378.13	194
378.44	204
378.75	208
379.058	196
379.369	196
379.677	212
379.987	198
380.297	214
380.605	192
380.915	208
381.222	188
381.532	184
381.842	186
382.15	204
382.46	198
382.77	206
383.078	234
383.388	218
383.696	244
384.006	234
384.314	246
384.624	268
384.933	264
385.241	320
385.551	330
385.859	400
386.169	434
386.478	424
386.786	332
387.096	266
387.404	218
387.714	206
388.021	228
388.331	184
388.641	188
388.948	198
389.258	190
389.566	176
389.875	178
390.183	162
390.493	186
390.8	192
391.11	166
391.42	178
391.727	180
392.037	180
392.344	180
392.654	158
392.962	162
393.271	192
393.579	174
393.888	158
394.196	158
394.505	174
394.813	178
395.122	172
395.43	178
395.739	174
396.047	172
396.356	176
396.664	182
396.973	162
397.281	186
397.59	174
397.899	178
398.207	190
398.516	190
398.824	174
399.131	196
399.44	184
399.748	194
400.057	194
400.364	200
400.674	184
400.981	196
401.29	208
401.597	212
401.907	218
402.214	218
402.523	242
402.83	250
403.14	270
403.447	290
403.756	316
404.063	362
404.372	394
404.68	436
404.989	490
405.296	498
405.603	526
405.912	578
406.219	562
406.529	504
406.836	478
407.145	414
407.452	354
407.761	322
408.068	310
408.375	286
408.684	254
408.991	250
409.3	238
409.607	238
409.916	216
410.223	206
410.53	212
410.839	226
411.146	200
411.455	214
411.762	210
412.069	194
412.378	198
412.685	196
412.993	190
413.3	206
413.607	204
413.916	196
414.223	192
414.532	182
414.839	188
415.145	186
415.454	202
415.761	170
416.07	182
416.377	164
416.683	186
416.992	174
417.299	192
417.606	188
417.914	162
418.221	158
418.53	172
418.836	178
419.143	164
419.452	184
419.758	180
420.065	174
420.374	172
420.68	188
420.987	178
421.296	178
421.602	168
421.909	170
422.217	172
422.524	174
422.83	166
423.139	172
423.446	164
423.752	176
424.061	166
424.367	172
424.674	158
424.982	186
425.289	172
425.595	158
425.904	148
426.21	164
426.516	162
426.825	164
427.131	164
427.438	156
427.746	172
428.052	182
428.359	166
428.667	174
428.974	192
429.28	186
429.586	164
429.895	180
430.201	182
430.507	182
430.815	176
431.122	172
431.428	160
431.734	164
432.042	180
432.349	160
432.655	172
432.961	170
433.269	180
433.576	176
433.882	176
434.19	160
434.496	172
434.802	192
435.108	178
435.417	166
435.723	180
436.029	182
436.335	182
436.643	192
436.949	184
437.255	170
437.561	174
437.869	190
438.175	172
438.481	168
438.787	178
439.093	184
439.401	190
439.707	182
440.013	166
440.319	180
440.627	196
440.933	172
441.239	170
441.545	170
441.851	168
442.159	188
442.465	170
442.771	204
443.076	172
443.382	200
443.69	176
443.996	200
444.302	188
444.608	176
444.913	196
445.221	206
445.527	190
445.833	178
446.139	180
446.444	168
446.752	222
447.058	206
447.364	194
447.669	190
447.975	192
448.281	182
448.589	184
448.894	178
449.2	184
449.505	182
449.811	206
450.117	198
450.424	180
450.73	210
451.036	194
451.341	182
451.647	188
451.952	192
452.258	198
452.566	212
452.871	196
453.177	202
453.482	212
453.788	182
454.093	218
454.399	200
454.704	208
455.012	222
455.317	208
455.622	218
455.928	222
456.233	208
456.539	208
456.844	206
457.15	214
457.455	196
457.762	198
458.068	204
458.373	198
458.678	198
458.984	208
459.289	196
459.594	188
459.9	216
460.205	188
460.51	200
460.818	200
461.123	208
461.428	200
461.733	198
462.039	208
462.344	198
462.649	196
462.954	196
463.259	204
463.565	192
463.87	198
464.175	198
464.48	182
464.785	186
465.09	182
465.398	204
465.703	182
466.008	202
466.313	192
466.618	190
466.923	192
467.228	202
467.533	176
467.838	196
468.143	174
468.448	184
468.753	170
469.058	188
469.363	186
469.668	182
469.973	194
470.278	188
470.583	194
470.888	174
471.193	180
471.498	170
471.803	192
472.108	190
472.413	186
472.717	158
473.022	172
473.327	174
473.632	164
473.937	154
474.242	156
474.546	166
474.851	160
475.156	152
475.461	160
475.766	148
476.07	156
476.375	164
476.68	150
476.985	162
477.289	150
477.594	156
477.899	172
478.203	158
478.508	172
478.813	164
479.117	178
479.422	164
479.727	140
480.031	158
480.336	126
480.641	156
480.945	158
481.248	160
481.552	158
481.857	172
482.161	158
482.466	172
482.771	158
483.075	162
483.38	166
483.684	156
483.989	174
484.293	172
484.598	154
484.902	164
485.207	162
485.509	174
485.813	148
486.118	156
486.422	162
486.727	170
487.031	170
487.335	162
487.64	154
487.944	178
488.249	166
488.553	136
488.855	144
489.16	162
489.464	168
489.768	158
490.072	156
490.377	148
490.681	162
490.985	168
491.287	154
491.592	162
491.896	158
492.2	162
492.504	134
492.809	152
493.113	154
493.417	150
493.719	158
494.023	158
494.327	162
494.632	160
494.936	156
495.24	156
495.544	164
495.846	162
496.15	164
496.454	148
496.758	158
497.062	156
497.366	162
497.668	150
497.973	168
498.277	156
498.581	178
498.885	158
499.189	156
499.49	166
499.794	172
